id,intent,colloquial_query,canonical_query,rewrite_suggestion,slots,ontology_terms,source_hint,quality
INSQ001299,POLICY_VALIDITY,想了解下连客优养老护理保险2022版跟以前版本在保障期间上有什么差异？,连客优养老护理保险2022版与其他版本在保障期间上有什么差异？,连客优养老护理保险2022版与其他版本在保障期间上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""保障期间"", ""benefit_type"": ""重疾保障""}","[""养老/年金"", ""重疾保障"", ""保障期间""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001300,POLICY_VALIDITY,看看惠享年津2022版跟以前版本在交费年期上有什么差异？,惠享年金2022版与其他版本在交费年期上有什么差异？,惠享年金2022版与其他版本在交费年期上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""交费年期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""交费年期""]",惠享年金,from_filename+limited_pdf
INSQ001301,POLICY_VALIDITY,想了解下惠享nianjin2022版跟以前版本在缴费年期上有什么差异？ ,惠享年金2022版与其他版本在交费年期上有什么差异？,惠享年金2022版与其他版本在交费年期上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""交费年期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""交费年期""]",惠享年金,from_filename+limited_pdf
INSQ001302,POLICY_VALIDITY,惠享年金2022版跟以前版本在交费年期上有什么差异？？,惠享年金2022版与其他版本在交费年期上有什么差异？,惠享年金2022版与其他版本在交费年期上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""交费年期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""交费年期""]",惠享年金,from_filename+limited_pdf
INSQ001303,BENEFIT_RETURN,想了解下利安安鑫慧享终寿分红型是否包含保费豁免？,利安安鑫慧享终身寿险分红型是否包含保费豁免？,利安安鑫慧享终身寿险分红型是否包含保费豁免？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""终身寿险"", ""保费豁免"", ""犹豫期""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001304,BENEFIT_RETURN,有没有利安安鑫慧享终身寿险分红型是否包含保费豁免？,利安安鑫慧享终身寿险分红型是否包含保费豁免？,利安安鑫慧享终身寿险分红型是否包含保费豁免？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""终身寿险"", ""保费豁免"", ""犹豫期""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001305,BENEFIT_RETURN,看看利安安鑫慧享终身寿险分红型是否包含保费豁免？ ,利安安鑫慧享终身寿险分红型是否包含保费豁免？,利安安鑫慧享终身寿险分红型是否包含保费豁免？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""终身寿险"", ""保费豁免"", ""犹豫期""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001309,ELIGIBILITY,能不能康宁重疾2023版的可投年龄多少？,康宁重疾2023版的投保年龄是多少？,康宁重疾2023版的投保年龄是多少？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": ""2023"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""犹豫期""]",康宁重疾,from_filename+limited_pdf
INSQ001310,ELIGIBILITY,想了解下康宁重疾2023版的年龄限制多少？,康宁重疾2023版的投保年龄是多少？,康宁重疾2023版的投保年龄是多少？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": ""2023"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""犹豫期""]",康宁重疾,from_filename+limited_pdf
INSQ001311,ELIGIBILITY,麻烦帮我查查康宁重疾2023版的投保年龄多少？,康宁重疾2023版的投保年龄是多少？,康宁重疾2023版的投保年龄是多少？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": ""2023"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""犹豫期""]",康宁重疾,from_filename+limited_pdf
INSQ001312,BENEFIT_RETURN,想了解下安享意外是否包含保费豁免？,安享意外是否包含保费豁免？,安享意外是否包含保费豁免？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2024"", ""field"": ""理赔材料"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""理赔材料""]",安享意外,from_filename+limited_pdf
INSQ001313,BENEFIT_RETURN,想了解下安享意外是否包含保费豁免？？,安享意外是否包含保费豁免？,安享意外是否包含保费豁免？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2024"", ""field"": ""理赔材料"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""理赔材料""]",安享意外,from_filename+limited_pdf
INSQ001314,BENEFIT_RETURN,想了解下安享意外是否包含保费豁免？ 快速说下,安享意外是否包含保费豁免？,安享意外是否包含保费豁免？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2024"", ""field"": ""理赔材料"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""理赔材料""]",安享意外,from_filename+limited_pdf
INSQ001315,POLICY_VALIDITY,想了解下如意终身寿险2023版跟以前版本在保险金额上有什么差异？,如意终身寿险2023版与其他版本在保险金额上有什么差异？,如意终身寿险2023版与其他版本在保险金额上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""保险金额"", ""benefit_type"": ""年金领取""}","[""终身寿险"", ""年金领取"", ""保险金额""]",如意终身寿险,from_filename+limited_pdf
INSQ001316,POLICY_VALIDITY,有没有如意寿险2023版跟以前版本在保险金额上有什么差异？,如意终身寿险2023版与其他版本在保险金额上有什么差异？,如意终身寿险2023版与其他版本在保险金额上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""保险金额"", ""benefit_type"": ""年金领取""}","[""终身寿险"", ""年金领取"", ""保险金额""]",如意终身寿险,from_filename+limited_pdf
INSQ001317,POLICY_VALIDITY,想了解下如意终寿2023版跟以前版本在保额上有什么差异？,如意终身寿险2023版与其他版本在保险金额上有什么差异？,如意终身寿险2023版与其他版本在保险金额上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""保险金额"", ""benefit_type"": ""年金领取""}","[""终身寿险"", ""年金领取"", ""保险金额""]",如意终身寿险,from_filename+limited_pdf
INSQ001318,POLICY_VALIDITY,有没有康宁重疾版跟以前版本在投宝年龄上有什么差异？？ 要简单点,康宁重疾版与其他版本在投保年龄上有什么差异？,康宁重疾版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""投保年龄""]",康宁重疾,from_filename+limited_pdf
INSQ001319,POLICY_VALIDITY,康宁重疾版跟以前版本在投保年龄上有什么差异？？ 给业务能懂的说法,康宁重疾版与其他版本在投保年龄上有什么差异？,康宁重疾版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""投保年龄""]",康宁重疾,from_filename+limited_pdf
INSQ001320,POLICY_VALIDITY,能不能康宁重疾版跟以前版本在投保年龄上有什么差异？？,康宁重疾版与其他版本在投保年龄上有什么差异？,康宁重疾版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""投保年龄""]",康宁重疾,from_filename+limited_pdf
INSQ001321,BENEFIT_RETURN,臻享年津是否包含保费豁免？ 要简单点,臻享年金是否包含保费豁免？,臻享年金是否包含保费豁免？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""健康告知"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""健康告知""]",臻享年金,from_filename+limited_pdf
INSQ001322,BENEFIT_RETURN,想了解下臻享年津是否包含豁免？,臻享年金是否包含保费豁免？,臻享年金是否包含保费豁免？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""健康告知"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""健康告知""]",臻享年金,from_filename+limited_pdf
INSQ001323,BENEFIT_RETURN,看看臻享年津是否包含保费豁免？ 谢谢,臻享年金是否包含保费豁免？,臻享年金是否包含保费豁免？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""健康告知"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""健康告知""]",臻享年金,from_filename+limited_pdf
INSQ001324,POLICY_VALIDITY,想了解下康宁重疾2023版跟以前版本在里赔流程上有什么差异？,康宁重疾2023版与其他版本在理赔流程上有什么差异？,康宁重疾2023版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": ""2023"", ""field"": ""理赔流程"", ""benefit_type"": ""现金价值""}","[""重疾保险"", ""现金价值"", ""理赔流程""]",康宁重疾,from_filename+limited_pdf
INSQ001325,POLICY_VALIDITY,请问康宁重疾2023版跟以前版本在怎么赔上有什么差异？,康宁重疾2023版与其他版本在理赔流程上有什么差异？,康宁重疾2023版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": ""2023"", ""field"": ""理赔流程"", ""benefit_type"": ""现金价值""}","[""重疾保险"", ""现金价值"", ""理赔流程""]",康宁重疾,from_filename+limited_pdf
INSQ001326,POLICY_VALIDITY,请问康宁重疾2023版跟以前版本在如何理赔上有什么差异？,康宁重疾2023版与其他版本在理赔流程上有什么差异？,康宁重疾2023版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": ""2023"", ""field"": ""理赔流程"", ""benefit_type"": ""现金价值""}","[""重疾保险"", ""现金价值"", ""理赔流程""]",康宁重疾,from_filename+limited_pdf
INSQ001327,POLICY_VALIDITY,有没有臻享年津2024版跟以前版本在保费/费率上有什么差异？,臻享年金2024版与其他版本在保费/费率上有什么差异？,臻享年金2024版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""保费/费率""]",臻享年金,from_filename+limited_pdf
INSQ001328,POLICY_VALIDITY,有没有臻享年津2024版跟以前版本在保费/费率上有什么差异？,臻享年金2024版与其他版本在保费/费率上有什么差异？,臻享年金2024版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""保费/费率""]",臻享年金,from_filename+limited_pdf
INSQ001329,POLICY_VALIDITY,想了解下臻享nianjin2024版跟以前版本在保费/费率上有什么差异？,臻享年金2024版与其他版本在保费/费率上有什么差异？,臻享年金2024版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""保费/费率""]",臻享年金,from_filename+limited_pdf
INSQ001330,POLICY_VALIDITY,利安安鑫慧享终寿分红型2022版跟以前版本在可投年龄上有什么差异？,利安安鑫慧享终身寿险分红型2022版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型2022版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""投保年龄"", ""benefit_type"": ""CCRC资格权益""}","[""终身寿险"", ""CCRC资格权益"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001331,POLICY_VALIDITY,我想问问利安安鑫慧享终寿分红型2022版跟以前版本在投保年龄上有什么差异？？ 谢谢,利安安鑫慧享终身寿险分红型2022版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型2022版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""投保年龄"", ""benefit_type"": ""CCRC资格权益""}","[""终身寿险"", ""CCRC资格权益"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001332,POLICY_VALIDITY,请问利安安鑫慧享终身寿险分红型2022版跟以前版本在投保年龄上有什么差异？？ 要简单点,利安安鑫慧享终身寿险分红型2022版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型2022版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""投保年龄"", ""benefit_type"": ""CCRC资格权益""}","[""终身寿险"", ""CCRC资格权益"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001336,POLICY_VALIDITY,能不能利安安鑫慧享寿险分红型2022版跟以前版本在里赔材料上有什么差异？？,利安安鑫慧享终身寿险分红型2022版与其他版本在理赔材料上有什么差异？,利安安鑫慧享终身寿险分红型2022版与其他版本在理赔材料上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""理赔材料"", ""benefit_type"": ""护理权益""}","[""终身寿险"", ""护理权益"", ""理赔材料""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001337,POLICY_VALIDITY,麻烦帮我查查利安安鑫慧享终身寿险分红型2022版跟以前版本在里赔材料上有什么差异？,利安安鑫慧享终身寿险分红型2022版与其他版本在理赔材料上有什么差异？,利安安鑫慧享终身寿险分红型2022版与其他版本在理赔材料上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""理赔材料"", ""benefit_type"": ""护理权益""}","[""终身寿险"", ""护理权益"", ""理赔材料""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001338,POLICY_VALIDITY,看看利安安鑫慧享寿险分红型2022版跟以前版本在理赔材料上有什么差异？？ 要简单点,利安安鑫慧享终身寿险分红型2022版与其他版本在理赔材料上有什么差异？,利安安鑫慧享终身寿险分红型2022版与其他版本在理赔材料上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""理赔材料"", ""benefit_type"": ""护理权益""}","[""终身寿险"", ""护理权益"", ""理赔材料""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001339,POLICY_VALIDITY,有没有惠享年津2024版跟以前版本在交费上有什么差异？,惠享年金2024版与其他版本在交费年期上有什么差异？,惠享年金2024版与其他版本在交费年期上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""交费年期"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""交费年期""]",惠享年金,from_filename+limited_pdf
INSQ001340,POLICY_VALIDITY,有没有惠享年金2024版跟以前版本在交费年期上有什么差异？,惠享年金2024版与其他版本在交费年期上有什么差异？,惠享年金2024版与其他版本在交费年期上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""交费年期"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""交费年期""]",惠享年金,from_filename+limited_pdf
INSQ001341,POLICY_VALIDITY,请问惠享nianjin2024版跟以前版本在交费期限上有什么差异？,惠享年金2024版与其他版本在交费年期上有什么差异？,惠享年金2024版与其他版本在交费年期上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""交费年期"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""交费年期""]",惠享年金,from_filename+limited_pdf
INSQ001342,POLICY_VALIDITY,有没有利安安鑫慧享终身寿险分红型2024版跟以前版本在保险期间上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在保障期间上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在保障期间上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""保障期间"", ""benefit_type"": ""现金价值""}","[""终身寿险"", ""现金价值"", ""保障期间""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001343,POLICY_VALIDITY,看看利安安鑫慧享寿险分红型2024版跟以前版本在保障期间上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在保障期间上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在保障期间上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""保障期间"", ""benefit_type"": ""现金价值""}","[""终身寿险"", ""现金价值"", ""保障期间""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001344,POLICY_VALIDITY,我想问问利安安鑫慧享终寿分红型2024版跟以前版本在保障期上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在保障期间上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在保障期间上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""保障期间"", ""benefit_type"": ""现金价值""}","[""终身寿险"", ""现金价值"", ""保障期间""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001345,POLICY_VALIDITY,臻享nianjin2023版跟以前版本在工种等级上有什么差异？ 急用,臻享年金2023版与其他版本在职业类别上有什么差异？,臻享年金2023版与其他版本在职业类别上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""职业类别"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""职业类别""]",臻享年金,from_filename+limited_pdf
INSQ001346,POLICY_VALIDITY,麻烦帮我查查臻享年金2023版跟以前版本在职业类别上有什么差异？？,臻享年金2023版与其他版本在职业类别上有什么差异？,臻享年金2023版与其他版本在职业类别上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""职业类别"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""职业类别""]",臻享年金,from_filename+limited_pdf
INSQ001347,POLICY_VALIDITY,我想问问臻享nianjin2023版跟以前版本在职业类别上有什么差异？,臻享年金2023版与其他版本在职业类别上有什么差异？,臻享年金2023版与其他版本在职业类别上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""职业类别"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""职业类别""]",臻享年金,from_filename+limited_pdf
INSQ001348,POLICY_VALIDITY,请问利安鑫利来金瑜版终身寿2023版跟以前版本在保障期间上有什么差异？？ 尽量说人话,利安鑫利来金瑜版终身寿险2023版与其他版本在保障期间上有什么差异？,利安鑫利来金瑜版终身寿险2023版与其他版本在保障期间上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""保障期间"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""保障期间""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001349,POLICY_VALIDITY,有没有利安鑫利来金瑜版寿险2023版跟以前版本在保障期间上有什么差异？,利安鑫利来金瑜版终身寿险2023版与其他版本在保障期间上有什么差异？,利安鑫利来金瑜版终身寿险2023版与其他版本在保障期间上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""保障期间"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""保障期间""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001350,POLICY_VALIDITY,麻烦帮我查查利安鑫利来金瑜版终身寿险2023版跟以前版本在保障期间上有什么差异？,利安鑫利来金瑜版终身寿险2023版与其他版本在保障期间上有什么差异？,利安鑫利来金瑜版终身寿险2023版与其他版本在保障期间上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""保障期间"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""保障期间""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001351,POLICY_VALIDITY,看看如意终身寿险2022版跟以前版本在职业类别上有什么差异？ ,如意终身寿险2022版与其他版本在职业类别上有什么差异？,如意终身寿险2022版与其他版本在职业类别上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""职业类别"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""职业类别""]",如意终身寿险,from_filename+limited_pdf
INSQ001352,POLICY_VALIDITY,麻烦帮我查查如意寿险2022版跟以前版本在职业等级上有什么差异？ ,如意终身寿险2022版与其他版本在职业类别上有什么差异？,如意终身寿险2022版与其他版本在职业类别上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""职业类别"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""职业类别""]",如意终身寿险,from_filename+limited_pdf
INSQ001353,POLICY_VALIDITY,我想问问如意寿险2022版跟以前版本在职业等级上有什么差异？ 快速说下,如意终身寿险2022版与其他版本在职业类别上有什么差异？,如意终身寿险2022版与其他版本在职业类别上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""职业类别"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""职业类别""]",如意终身寿险,from_filename+limited_pdf
INSQ001354,BENEFIT_RETURN,有没有鑫享年金是否包含护理权益？,鑫享年金是否包含护理权益？,鑫享年金是否包含护理权益？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""保费/费率""]",鑫享年金,from_filename+limited_pdf
INSQ001355,BENEFIT_RETURN,能不能鑫享年金是否包含护理权益？ 要简单点,鑫享年金是否包含护理权益？,鑫享年金是否包含护理权益？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""保费/费率""]",鑫享年金,from_filename+limited_pdf
INSQ001356,BENEFIT_RETURN,请问鑫享年津是否包含护理权益？,鑫享年金是否包含护理权益？,鑫享年金是否包含护理权益？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""保费/费率""]",鑫享年金,from_filename+limited_pdf
INSQ001357,POLICY_VALIDITY,看看惠享年津2024版跟以前版本在保费/费率上有什么差异？？,惠享年金2024版与其他版本在保费/费率上有什么差异？,惠享年金2024版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""现金价值""}","[""养老/年金"", ""现金价值"", ""保费/费率""]",惠享年金,from_filename+limited_pdf
INSQ001358,POLICY_VALIDITY,惠享年津2024版跟以前版本在保费/费率上有什么差异？,惠享年金2024版与其他版本在保费/费率上有什么差异？,惠享年金2024版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""现金价值""}","[""养老/年金"", ""现金价值"", ""保费/费率""]",惠享年金,from_filename+limited_pdf
INSQ001359,POLICY_VALIDITY,我想问问惠享年津2024版跟以前版本在保费/费率上有什么差异？,惠享年金2024版与其他版本在保费/费率上有什么差异？,惠享年金2024版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""惠享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保费/费率"", ""benefit_type"": ""现金价值""}","[""养老/年金"", ""现金价值"", ""保费/费率""]",惠享年金,from_filename+limited_pdf
INSQ001360,POLICY_VALIDITY,能不能臻享年津2024版跟以前版本在保险金额上有什么差异？,臻享年金2024版与其他版本在保险金额上有什么差异？,臻享年金2024版与其他版本在保险金额上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保险金额"", ""benefit_type"": ""重疾保障""}","[""养老/年金"", ""重疾保障"", ""保险金额""]",臻享年金,from_filename+limited_pdf
INSQ001361,POLICY_VALIDITY,想了解下臻享年金2024版跟以前版本在保险金额上有什么差异？？ 谢谢,臻享年金2024版与其他版本在保险金额上有什么差异？,臻享年金2024版与其他版本在保险金额上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保险金额"", ""benefit_type"": ""重疾保障""}","[""养老/年金"", ""重疾保障"", ""保险金额""]",臻享年金,from_filename+limited_pdf
INSQ001362,POLICY_VALIDITY,请问臻享年津2024版跟以前版本在保险金额上有什么差异？,臻享年金2024版与其他版本在保险金额上有什么差异？,臻享年金2024版与其他版本在保险金额上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保险金额"", ""benefit_type"": ""重疾保障""}","[""养老/年金"", ""重疾保障"", ""保险金额""]",臻享年金,from_filename+limited_pdf
